Date,Open,High,Low,Close,Adj Close,Volume
2010-10-08,523.349976,527.400024,515.275024,524.825012,453.232300,9538932
2010-10-11,528.000000,536.125000,526.549988,534.599976,461.673828,11793464
2010-10-12,534.000000,534.700012,523.075012,527.799988,455.801392,6391130
2010-10-13,528.049988,537.000000,527.349976,536.525024,463.336243,10957046
2010-10-14,537.500000,540.750000,527.099976,529.500000,457.269562,11161584
2010-10-15,530.000000,534.000000,517.799988,520.174988,449.216583,5304032
2010-10-18,521.125000,532.474976,516.625000,523.724976,452.282288,10153352
2010-10-19,532.500000,534.349976,519.625000,522.200012,450.965332,8493976
2010-10-20,519.700012,532.200012,519.000000,524.724976,453.145874,8335440
2010-10-21,526.000000,543.924988,524.599976,540.825012,467.049652,17040028
2010-10-22,542.724976,546.900024,537.174988,540.900024,467.114410,8972932
2010-10-25,544.000000,550.950012,543.000000,545.174988,470.806274,8237750
2010-10-26,545.450012,550.474976,543.549988,549.424988,474.476501,7060562
2010-10-27,549.000000,555.000000,541.625000,546.375000,471.842560,10033230
2010-10-28,549.700012,550.450012,537.299988,541.000000,467.200806,16543946
2010-10-29,543.849976,553.599976,540.250000,548.125000,473.353912,13588198
2010-11-01,560.500000,562.450012,544.625000,546.599976,472.036804,13947820
2010-11-02,547.700012,547.700012,535.150024,537.424988,464.113464,9308216
2010-11-03,541.000000,542.450012,531.325012,532.650024,459.989868,9115894
2010-11-04,538.950012,553.500000,537.500000,552.525024,477.153625,11114546
2010-11-08,556.950012,559.500000,550.275024,555.924988,480.089783,10224120
2010-11-09,556.125000,560.250000,548.625000,554.275024,478.664917,7044960
2010-11-10,553.349976,558.450012,549.599976,551.099976,475.922943,5439850
2010-11-11,553.000000,555.900024,538.000000,539.950012,466.294006,5801468
2010-11-12,540.075012,543.700012,528.500000,530.924988,458.500122,8746462
2010-11-15,533.549988,533.950012,519.099976,527.349976,455.412811,7353490
2010-11-16,529.500000,529.500000,513.275024,515.250000,444.963379,9067122
2010-11-18,524.900024,524.900024,507.000000,516.474976,446.021301,10412786
2010-11-19,518.000000,518.000000,493.549988,498.125000,430.174438,11349832
2010-11-22,501.750000,508.225006,498.600006,506.125000,437.083160,8666390
2010-11-23,502.325012,502.500000,487.500000,497.799988,429.893768,15138528
2010-11-24,499.500000,508.899994,493.024994,498.024994,430.088135,9007940
2010-11-25,501.000000,501.500000,486.500000,489.750000,422.941956,13309394
2010-11-26,492.500000,495.200012,479.149994,481.174988,415.536682,14007286
2010-11-29,484.750000,501.225006,481.200012,499.200012,431.102814,10701852
2010-11-30,499.899994,504.350006,490.549988,492.799988,425.575897,13936108
2010-12-01,492.500000,498.700012,491.524994,494.399994,426.957581,8561276
2010-12-02,499.500000,506.725006,497.524994,505.575012,436.608246,11353334
2010-12-03,507.000000,512.000000,499.000000,502.950012,434.341339,8979328
2010-12-06,507.924988,515.000000,506.500000,510.075012,440.494354,8133108
2010-12-07,510.000000,519.849976,510.000000,515.375000,445.071381,10239600
2010-12-08,512.450012,513.875000,505.575012,510.274994,440.667084,7770610
2010-12-09,512.275024,516.924988,489.375000,492.250000,425.100922,14499572
2010-12-10,493.399994,515.000000,489.674988,511.950012,442.113586,12128304
2010-12-13,512.025024,523.000000,505.000000,520.875000,449.821075,7696148
2010-12-14,521.500000,530.000000,521.000000,527.625000,455.650238,9180418
2010-12-15,527.000000,532.000000,518.000000,526.950012,455.067383,9799830
2010-12-16,528.849976,530.000000,520.025024,528.424988,456.341095,7100154
2010-12-20,522.500000,534.000000,522.299988,528.375000,456.298004,7249790
2010-12-21,529.950012,537.450012,529.125000,536.575012,463.379425,7355694
2010-12-22,536.400024,537.500000,524.174988,528.025024,455.995758,6917906
2010-12-23,528.900024,532.349976,525.250000,529.700012,457.442261,6670028
2010-12-24,526.500000,532.250000,525.000000,529.849976,457.571747,4321592
2010-12-27,529.150024,534.400024,525.575012,527.625000,455.650238,2643358
2010-12-28,528.150024,529.849976,521.125000,523.950012,452.476624,4049282
2010-12-29,524.150024,527.500000,523.150024,524.299988,452.778870,5113182
2010-12-30,526.200012,527.875000,523.125000,525.599976,453.901459,6657144
2010-12-31,529.025024,533.250000,526.599976,529.349976,457.140015,4559518
2011-01-03,532.500000,533.250000,526.299988,527.799988,455.801392,4759676
2011-01-04,530.000000,539.950012,528.650024,538.549988,465.085022,10067662
2011-01-05,540.000000,545.000000,535.000000,537.900024,464.523682,11860378
2011-01-06,539.000000,545.700012,537.275024,542.799988,468.755280,9949394
2011-01-07,540.650024,543.875000,529.000000,532.700012,460.033020,8171898
2011-01-10,532.700012,535.224976,510.600006,516.724976,446.237183,8447710
2011-01-11,520.000000,524.349976,499.299988,506.875000,437.730865,9667740
2011-01-12,510.325012,517.825012,501.500000,515.400024,445.092957,10603974
2011-01-13,515.000000,519.575012,505.549988,507.674988,438.421722,11125792
2011-01-14,507.024994,514.900024,499.000000,500.750000,432.441376,8737276
2011-01-17,501.500000,504.000000,496.024994,498.950012,430.886963,6421596
2011-01-18,502.424988,504.000000,495.000000,497.424988,429.569946,6798762
2011-01-19,499.799988,502.500000,487.500000,490.075012,423.222626,10739550
2011-01-20,488.799988,488.799988,477.274994,484.924988,418.775085,18900768
2011-01-21,487.500000,496.250000,486.500000,493.399994,426.094025,8927854
2011-01-24,497.549988,497.950012,482.049988,485.799988,419.530701,10168620
2011-01-25,488.549988,492.475006,478.125000,479.250000,413.874268,9292160
2011-01-27,483.000000,483.700012,470.000000,471.350006,407.051941,12848730
2011-01-28,472.500000,472.950012,451.000000,456.500000,394.227661,15477688
2011-01-31,454.424988,464.424988,451.549988,459.649994,396.947906,11581144
2011-02-01,462.549988,463.850006,444.274994,447.750000,386.671265,17326090
2011-02-02,455.000000,463.950012,453.649994,460.649994,397.811523,13013568
2011-02-03,464.000000,473.750000,457.500000,471.950012,407.570099,7793648
2011-02-04,473.700012,473.700012,456.575012,460.000000,397.250214,9470358
2011-02-07,462.850006,469.399994,457.200012,464.524994,401.157990,6668390
2011-02-08,467.850006,467.850006,455.625000,457.625000,395.199158,8999472
2011-02-09,454.200012,468.600006,451.825012,457.149994,394.789001,17476566
2011-02-10,456.250000,460.399994,442.549988,449.825012,388.463196,12959662
2011-02-11,449.975006,457.500000,444.024994,454.975006,392.910675,9148972
2011-02-14,453.049988,459.125000,447.049988,457.399994,395.004913,13781714
2011-02-15,457.200012,472.399994,455.649994,470.850006,406.620117,12465290
2011-02-16,469.149994,475.399994,469.049988,472.075012,407.678009,5047826
2011-02-17,473.924988,477.725006,468.125000,476.975006,411.909637,6442130
2011-02-18,478.024994,481.500000,466.000000,467.774994,403.964600,7199428
2011-02-21,468.049988,480.450012,467.100006,478.174988,412.945892,11717110
2011-02-22,496.000000,504.700012,489.625000,492.424988,425.252045,40652578
2011-02-23,493.200012,501.149994,492.500000,497.825012,429.915436,14256504
2011-02-24,498.000000,499.299988,479.174988,482.100006,416.335480,15042442
2011-02-25,490.350006,491.125000,477.274994,483.125000,417.220673,6903860
2011-02-28,485.100006,497.149994,480.000000,482.125000,416.357056,10280496
2011-03-01,486.850006,496.350006,483.600006,494.424988,426.979248,5770564
2011-03-03,487.600006,492.500000,484.049988,488.700012,422.035156,8923286
2011-03-04,492.325012,497.399994,489.049988,491.100006,424.107758,7049486
2011-03-07,487.049988,491.649994,482.000000,488.524994,421.884003,5404312
2011-03-08,489.000000,496.200012,489.000000,492.475006,425.295197,5512370
2011-03-09,494.350006,502.200012,484.049988,496.924988,429.138184,14845680
2011-03-10,496.350006,496.500000,491.000000,492.375000,425.208832,4504836
2011-03-11,489.399994,497.450012,486.075012,496.024994,428.360901,6857696
2011-03-14,496.475006,510.375000,496.125000,509.174988,439.717133,13171542
2011-03-15,498.975006,524.799988,494.450012,518.625000,447.878021,25805848
2011-03-16,522.500000,527.500000,519.049988,523.549988,452.131134,9419968
2011-03-17,519.650024,524.400024,514.000000,515.424988,445.114532,5660538
2011-03-18,517.500000,517.500000,493.299988,496.500000,428.771149,18516100
2011-03-21,499.524994,500.000000,490.549988,495.149994,427.605255,7107464
2011-03-22,496.524994,502.450012,496.075012,499.825012,431.642578,4477292
2011-03-23,499.924988,508.325012,497.899994,506.625000,437.514954,5220834
2011-03-24,507.950012,510.975006,501.924988,505.149994,436.241150,5135774
2011-03-25,511.950012,514.974976,505.000000,513.299988,443.279388,7036906
2011-03-28,513.125000,518.174988,507.149994,512.849976,442.890778,8722518
2011-03-29,510.000000,516.000000,509.799988,511.375000,441.617004,8275622
2011-03-30,513.750000,518.750000,512.049988,516.250000,445.826996,5603684
2011-03-31,517.250000,527.450012,517.250000,524.549988,452.994751,14402096
2011-04-01,524.525024,532.950012,515.500000,518.200012,447.511017,8582188
2011-04-04,520.000000,527.400024,514.500000,525.325012,453.664093,5994242
2011-04-05,526.250000,529.500000,520.000000,523.825012,452.368652,4917646
2011-04-06,522.500000,527.125000,520.000000,522.424988,451.159668,4152566
2011-04-07,522.525024,523.775024,517.549988,520.950012,449.885834,4646484
2011-04-08,521.000000,525.450012,510.325012,511.950012,442.113586,5484048
2011-04-11,506.500000,509.725006,501.825012,502.649994,434.082214,5164416
2011-04-13,500.924988,512.000000,498.299988,510.899994,441.206757,8739450
2011-04-15,509.325012,512.424988,502.500000,510.475006,440.839783,6480002
2011-04-18,509.600006,522.349976,500.299988,504.575012,435.744598,6763202
2011-04-19,502.350006,508.725006,499.375000,505.825012,436.824097,5496492
2011-04-20,508.000000,515.250000,504.100006,512.950012,442.977203,4715860
2011-04-21,517.400024,522.099976,515.000000,520.299988,449.324524,6827506
2011-04-25,507.000000,510.500000,502.575012,504.674988,435.830994,8292540
2011-04-26,504.500000,504.500000,498.774994,500.575012,432.290314,8070088
2011-04-27,502.500000,504.549988,490.049988,493.049988,425.791748,11296692
2011-04-28,496.000000,496.500000,485.000000,486.200012,419.876190,16326472
2011-04-29,487.500000,494.000000,485.649994,491.875000,424.777069,6828400
2011-05-02,491.950012,493.399994,480.649994,482.375000,416.572968,6221826
2011-05-03,482.549988,483.700012,470.524994,471.950012,407.570099,10070696
2011-05-04,472.500000,478.375000,470.000000,473.825012,409.189301,5334324
2011-05-05,472.500000,481.774994,471.825012,474.975006,417.226807,8952678
2011-05-06,476.500000,480.000000,474.549988,477.524994,419.466736,5904972
2011-05-09,480.000000,483.024994,475.700012,479.649994,421.333435,3663232
2011-05-10,479.649994,481.950012,473.274994,475.375000,417.578156,3722878
2011-05-11,477.000000,479.200012,471.750000,477.725006,419.642456,3747398
2011-05-12,475.750000,477.375000,470.500000,472.750000,415.272308,4214610
2011-05-13,472.625000,481.000000,468.975006,474.000000,416.370361,6357368
2011-05-16,475.000000,475.700012,470.774994,472.500000,415.052734,3203890
2011-05-17,472.825012,473.399994,458.625000,460.325012,404.357971,7947398
2011-05-18,460.000000,461.924988,449.174988,450.924988,396.100861,11344494
2011-05-19,454.200012,461.000000,452.375000,457.750000,402.096100,8262178
2011-05-20,459.225006,462.899994,455.149994,461.600006,405.477966,6342490
2011-05-23,459.500000,461.000000,451.649994,454.700012,399.416901,6782832
2011-05-24,453.000000,460.450012,453.000000,457.875000,402.205841,5077934
2011-05-25,457.049988,457.049988,450.500000,453.000000,397.923584,5994490
2011-05-26,456.299988,468.424988,455.549988,466.924988,410.155579,13715810
2011-05-27,467.049988,476.450012,467.049988,472.725006,415.250366,6918994
2011-05-30,474.475006,476.500000,467.125000,469.424988,412.351593,3458218
2011-05-31,472.500000,477.950012,468.649994,475.924988,418.061340,6438426
2011-06-01,476.000000,479.325012,471.825012,473.399994,415.843292,3676904
2011-06-02,468.274994,477.350006,468.274994,475.524994,417.709930,4305926
2011-06-03,480.250000,483.500000,465.750000,467.299988,410.484955,8736558
2011-06-06,467.325012,470.399994,464.075012,468.875000,411.868500,2811482
2011-06-07,466.774994,480.000000,466.774994,479.125000,420.872284,8051838
2011-06-08,477.625000,477.975006,471.975006,474.600006,416.897430,6494076
2011-06-09,473.750000,478.924988,473.500000,477.000000,419.005585,4184040
2011-06-10,477.549988,478.000000,466.024994,472.250000,414.833130,5060272
2011-06-13,471.625000,471.625000,460.500000,462.799988,406.532074,5908132
2011-06-14,462.649994,465.875000,455.000000,455.674988,400.273346,8671120
2011-06-15,456.000000,459.450012,449.299988,450.274994,395.529907,9214972
2011-06-16,450.500000,450.500000,442.049988,443.774994,389.820190,11415056
2011-06-17,445.649994,446.649994,432.600006,434.375000,381.563019,10071236
2011-06-20,437.500000,437.500000,414.049988,416.625000,365.971069,13852156
2011-06-21,419.950012,427.500000,418.649994,424.325012,372.734955,7960978
2011-06-22,426.674988,429.075012,417.075012,422.899994,371.483154,9192518
2011-06-23,423.274994,436.350006,422.950012,435.250000,382.331635,9469684
2011-06-24,437.075012,439.850006,427.799988,435.700012,382.726959,14478606
2011-06-27,433.350006,440.899994,430.924988,435.774994,382.792847,6560050
2011-06-28,439.450012,439.450012,431.000000,435.549988,382.595184,4672078
2011-06-29,437.850006,444.000000,436.049988,442.625000,388.809967,5682870
2011-06-30,444.350006,451.000000,443.500000,449.250000,394.629517,9940952
2011-07-01,453.500000,453.500000,428.350006,430.975006,378.576416,13110568
2011-07-04,437.200012,439.700012,432.500000,434.200012,381.409302,7543022
2011-07-05,434.649994,434.649994,422.000000,422.975006,371.549072,15454860
2011-07-06,424.424988,429.250000,420.350006,426.450012,374.601563,12287676
2011-07-07,429.000000,437.450012,427.625000,435.350006,382.419495,9206408
2011-07-08,436.500000,437.000000,426.000000,427.424988,375.457977,9571938
2011-07-11,427.000000,429.975006,423.500000,426.649994,374.777252,4388252
2011-07-12,423.750000,428.700012,422.850006,423.875000,372.339630,5973514
2011-07-13,426.524994,434.850006,425.549988,432.725006,380.113617,7785438
2011-07-14,431.649994,438.950012,429.674988,433.774994,381.036011,6086042
2011-07-15,433.850006,438.000000,432.500000,436.600006,383.517517,4665952
2011-07-18,435.950012,436.950012,432.100006,433.799988,381.057953,3009418
2011-07-19,433.750000,440.700012,433.000000,439.725006,386.262573,4490660
2011-07-20,443.000000,443.399994,434.399994,438.100006,384.835175,5111188
2011-07-21,437.975006,437.975006,428.774994,430.424988,378.093262,3605294
2011-07-22,433.000000,438.500000,431.250000,436.674988,383.583374,6996386
2011-07-25,446.000000,446.000000,439.575012,441.424988,387.755859,10014328
2011-07-26,444.125000,445.075012,434.700012,435.750000,382.770874,9354546
2011-07-27,437.500000,437.500000,429.575012,430.424988,378.093262,6252128
2011-07-28,427.500000,427.500000,416.700012,418.674988,367.771851,14309022
2011-07-29,420.000000,423.625000,411.575012,413.975006,363.643311,9780362
2011-08-01,419.000000,419.000000,410.674988,415.424988,364.916992,6510972
2011-08-02,413.774994,419.450012,409.250000,418.649994,367.749847,7575550
2011-08-03,413.375000,418.100006,411.549988,412.524994,362.369568,6439360
2011-08-04,414.000000,415.825012,405.024994,406.174988,356.791626,6280284
2011-08-05,399.750000,399.750000,389.500000,396.000000,347.853729,11988194
2011-08-08,388.350006,398.200012,383.500000,390.325012,342.868713,10168600
2011-08-09,376.500000,389.500000,376.500000,382.649994,336.126801,14926038
2011-08-10,392.674988,395.000000,382.500000,386.375000,339.398926,8113086
2011-08-11,384.174988,392.475006,382.500000,386.100006,339.157379,4978610
2011-08-12,391.500000,391.500000,379.000000,380.450012,334.194336,7873534
2011-08-16,380.000000,386.149994,377.350006,379.575012,333.425720,5160008
2011-08-17,380.250000,387.200012,375.500000,377.500000,331.602966,6192704
2011-08-18,378.850006,380.000000,368.500000,370.600006,325.541870,7829830
2011-08-19,365.524994,369.500000,360.649994,366.274994,321.742706,9326184
2011-08-22,365.500000,379.924988,362.799988,378.500000,332.481354,7105614
2011-08-23,380.174988,386.000000,373.750000,382.625000,336.104889,8017226
2011-08-24,382.000000,384.750000,378.000000,380.649994,334.369995,5937582
2011-08-25,380.799988,384.500000,375.125000,376.750000,330.944153,9698436
2011-08-26,375.500000,378.049988,356.000000,359.700012,315.967133,8915576
2011-08-29,365.549988,379.950012,364.174988,377.524994,331.624908,8373860
2011-08-30,382.500000,398.149994,382.000000,391.299988,343.725159,15642896
2011-09-02,398.350006,406.850006,394.725006,402.725006,353.761108,15583090
2011-09-05,397.250000,399.500000,391.475006,394.424988,346.470215,9134754
2011-09-06,391.600006,412.750000,388.250000,410.750000,360.810364,14324610
2011-09-07,412.000000,421.750000,411.850006,416.750000,366.080902,14372476
2011-09-08,416.750000,429.500000,407.250000,426.225006,374.403931,16130776
2011-09-09,426.075012,429.274994,411.850006,412.875000,362.677063,13515726
2011-09-12,405.174988,411.225006,397.625000,403.149994,354.134399,8493922
2011-09-13,406.600006,412.375000,398.375000,405.125000,355.869354,11612228
2011-09-14,406.950012,414.875000,402.600006,412.700012,362.523315,9389752
2011-09-15,416.500000,419.299988,406.774994,418.149994,367.310669,9329418
2011-09-16,425.000000,425.000000,410.500000,412.825012,362.633148,12256992
2011-09-19,412.500000,414.575012,407.799988,410.774994,360.832336,5849942
2011-09-20,411.500000,426.975006,408.149994,425.899994,374.118408,8429200
2011-09-21,425.450012,425.450012,416.149994,418.799988,367.881653,7785642
2011-09-22,411.975006,413.950012,390.000000,393.174988,345.372192,12479748
2011-09-23,386.950012,396.299988,382.049988,385.299988,338.454620,17606854
2011-09-26,384.600006,385.350006,373.774994,379.600006,333.447632,12435902
2011-09-27,387.000000,400.350006,386.000000,398.600006,350.137634,10079128
2011-09-28,399.875000,403.149994,394.549988,398.600006,350.137634,11444976
2011-09-29,395.250000,406.375000,392.225006,403.850006,354.749298,14406076
2011-09-30,401.750000,411.450012,396.250000,404.174988,355.034760,15975306
2011-10-03,395.600006,399.950012,392.049988,394.100006,346.184723,9650518
2011-10-04,392.000000,395.399994,382.625000,385.799988,338.893829,12001482
2011-10-05,386.274994,388.950012,380.875000,383.500000,336.873413,9479192
2011-10-07,393.350006,404.000000,392.450012,401.450012,352.641083,9102652
2011-10-10,402.125000,415.450012,402.100006,414.625000,364.214264,6787266
2011-10-11,417.500000,420.700012,411.250000,413.500000,363.226013,7185020
2011-10-12,414.700012,425.950012,413.024994,424.825012,373.174164,7895248
2011-10-13,425.000000,429.000000,421.049988,423.450012,371.966339,8390704
2011-10-14,421.000000,434.850006,420.750000,433.450012,380.750488,8170070
2011-10-17,433.500000,434.424988,415.575012,416.899994,366.212616,10081616
2011-10-18,412.500000,413.200012,405.674988,409.950012,360.107666,8365930
2011-10-19,412.750000,422.500000,412.049988,421.500000,370.253418,5427734
2011-10-20,417.424988,420.450012,411.000000,419.350006,368.364807,4558742
2011-10-21,420.000000,424.600006,415.549988,417.875000,367.069122,4728350
2011-10-24,424.000000,427.000000,421.774994,423.250000,371.790649,4151788
2011-10-25,427.500000,440.475006,421.075012,437.975006,384.725372,10394092
2011-10-28,449.850006,452.000000,442.049988,450.000000,395.288300,11213766
2011-10-31,449.000000,449.649994,436.274994,438.774994,385.428101,7256164
2011-11-01,435.250000,439.250000,428.799988,430.299988,377.983521,7490442
2011-11-02,427.500000,440.475006,427.500000,435.899994,382.902649,6286550
2011-11-03,433.875000,444.674988,431.500000,442.950012,389.095459,7333994
2011-11-04,452.500000,452.500000,436.325012,439.975006,386.482178,8343914
2011-11-08,439.500000,442.500000,434.250000,441.850006,388.129181,4626616
2011-11-09,445.024994,446.325012,430.575012,432.475006,379.894012,5332624
2011-11-11,429.500000,444.399994,425.049988,442.674988,388.853882,9938506
2011-11-14,445.700012,448.000000,436.500000,438.350006,385.054718,7312946
2011-11-15,435.500000,439.000000,428.125000,430.725006,378.356842,4525006
2011-11-16,429.549988,429.549988,418.674988,424.049988,372.493347,6086372
2011-11-17,422.524994,424.325012,403.125000,404.975006,355.737518,11076110
2011-11-18,400.149994,405.975006,393.500000,404.049988,354.924988,9916088
2011-11-21,400.000000,400.000000,390.750000,393.174988,345.372192,8099002
2011-11-22,394.049988,402.225006,393.299988,397.600006,349.259186,8764704
2011-11-23,394.950012,394.950012,377.899994,386.700012,339.684448,10839538
2011-11-24,387.500000,389.000000,376.575012,386.575012,339.574615,12735430
2011-11-25,384.850006,385.625000,375.500000,376.899994,331.075928,7399450
2011-11-28,382.500000,392.899994,381.274994,391.899994,344.252197,5044138
2011-11-29,391.000000,391.000000,379.575012,382.500000,335.995026,9606880
2011-11-30,378.350006,391.649994,376.549988,389.125000,341.814606,9138292
2011-12-01,399.500000,405.375000,397.600006,399.500000,350.928162,9429934
2011-12-02,398.500000,407.500000,393.274994,406.024994,356.659882,8959760
2011-12-05,404.174988,406.100006,399.174988,403.375000,354.332062,6321668
2011-12-07,403.500000,409.750000,401.600006,404.899994,355.671661,7028300
2011-12-08,401.000000,403.850006,386.049988,389.424988,342.078125,8885394
2011-12-09,384.950012,384.950012,376.350006,377.850006,331.910400,10089752
2011-12-12,380.274994,381.000000,362.000000,363.750000,319.524719,10194068
2011-12-13,361.950012,373.000000,360.500000,371.149994,326.024994,10456936
2011-12-14,369.000000,376.950012,366.700012,370.950012,325.849365,10609412
2011-12-15,365.950012,377.250000,361.750000,375.075012,329.472839,13222278
2011-12-16,374.500000,422.299988,358.024994,360.924988,317.043152,11657426
2011-12-19,359.600006,369.950012,357.575012,367.649994,322.950562,9428232
2011-12-20,370.850006,370.850006,354.600006,356.725006,313.353821,11101126
2011-12-21,363.500000,376.875000,361.350006,374.000000,328.528503,9126810
2011-12-22,370.674988,380.149994,366.500000,377.274994,331.405334,8947438
2011-12-23,380.000000,384.875000,371.200012,373.200012,327.825745,7022150
2011-12-26,373.524994,382.399994,372.774994,380.500000,334.238190,4752938
2011-12-27,383.000000,384.350006,372.674988,376.524994,330.746490,6148616
2011-12-28,378.850006,379.250000,367.674988,369.524994,324.597565,5658136
2011-12-29,366.825012,369.500000,353.600006,355.950012,312.673096,10899048
2011-12-30,356.500000,360.274994,344.500000,346.475006,304.350037,13324660
